#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_010658.1	1162719	1162970	-	-	-	SBBS512_RS28745	WP_071821563.1	83	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1163130	1163261	+	-	-	SBBS512_RS08250	WP_001280932.1	43	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1163264	1163731	+	-	-	SBBS512_RS08255	WP_032207510.1	155	MULTISPECIES: endopeptidase
chr	NC_010658.1	1163755	1163979	+	-	-	SBBS512_RS08260	WP_000735655.1	74	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1164137	1164388	+	-	-	SBBS512_RS28750	WP_071821566.1	83	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1164324	1164650	+	-	-	SBBS512_RS08270	WP_000828072.1	108	MULTISPECIES: membrane protein
chr	NC_010658.1	1164782	1164982	-	-	-	SBBS512_RS08275	WP_012421238.1	66	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1165198	1166325	+	-	-	SBBS512_RS08280	WP_001063821.1	375	IS110 family transposase
chr	NC_010658.1	1166460	1166702	+	-	-	SBBS512_RS28755	WP_071821539.1	80	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1166618	1166803	-	-	-	SBBS512_RS28760	WP_004982527.1	61	MULTISPECIES: transposase
chr	NC_010658.1	1167949	1168767	-	-	-	SBBS512_RS08290	WP_012421609.1	272	transposase
chr	NC_010658.1	1168803	1169105	-	-	-	SBBS512_RS08295	WP_000087856.1	100	MULTISPECIES: transposase
chr	NC_010658.1	1169508	1169858	-	-	-	SBBS512_RS08305	WP_000623347.1	116	transposase
chr	NC_010658.1	1169855	1170274	-	-	-	SBBS512_RS08310	WP_000435414.1	139	MULTISPECIES: transposase
chr	NC_010658.1	1170326	1170745	-	-	-	SBBS512_RS08315	WP_000235438.1	139	terminase
chr	NC_010658.1	1171156	1171575	+	-	-	SBBS512_RS08320	WP_000435414.1	139	MULTISPECIES: transposase
chr	NC_010658.1	1171572	1171922	+	-	-	SBBS512_RS08325	WP_000623347.1	116	transposase
chr	NC_010658.1	1171953	1173545	+	-	-	SBBS512_RS08330	WP_001072392.1	530	MULTISPECIES: transposase
chr	NC_010658.1	1173461	1173703	-	-	-	SBBS512_RS28770	WP_071821539.1	80	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1173838	1174965	-	-	-	SBBS512_RS08335	WP_001063816.1	375	MULTISPECIES: IS110 family transposase
chr	NC_010658.1	1175046	1175228	+	-	-	SBBS512_RS28775	WP_071821689.1	60	hypothetical protein
chr	NC_010658.1	1175200	1177128	+	-	-	SBBS512_RS08340	WP_012421407.1	642	terminase
chr	NC_010658.1	1177112	1177318	+	-	-	SBBS512_RS08345	WP_000259002.1	68	MULTISPECIES: head-tail joining protein
chr	NC_010658.1	1177315	1178907	+	-	-	SBBS512_RS08350	WP_012421292.1	530	phage portal protein
chr	NC_010658.1	1178897	1180402	+	-	-	SBBS512_RS08355	WP_001253947.1	501	scaffold protein
chr	NC_010658.1	1180439	1180786	+	-	-	SBBS512_RS08360	WP_000256823.1	115	MULTISPECIES: head decoration protein
chr	NC_010658.1	1180844	1181872	+	-	-	SBBS512_RS08365	WP_000522584.1	342	minor capsid protein E
chr	NC_010658.1	1181924	1182307	+	-	-	SBBS512_RS08370	WP_000201500.1	127	hypothetical protein
chr	NC_010658.1	1182300	1182653	+	-	-	SBBS512_RS08375	WP_001204563.1	117	tail attachment protein
chr	NC_010658.1	1182669	1183202	+	-	-	SBBS512_RS08380	WP_000974989.1	177	tail protein
chr	NC_010658.1	1183199	1183594	+	-	-	SBBS512_RS08385	WP_000683079.1	131	MULTISPECIES: tail protein
chr	NC_010658.1	1183602	1184354	+	-	-	SBBS512_RS08390	WP_000235110.1	250	MULTISPECIES: tail protein
chr	NC_010658.1	1184368	1184799	+	-	-	SBBS512_RS08395	WP_000479095.1	143	MULTISPECIES: phage minor tail protein G
chr	NC_010658.1	1184826	1185239	+	-	-	SBBS512_RS08400	WP_000533402.1	137	MULTISPECIES: phage tail assembly protein T
chr	NC_010658.1	1186978	1187817	-	-	-	SBBS512_RS27385	WP_004980433.1	279	MULTISPECIES: transposase
chr	NC_010658.1	1187844	1188146	-	-	-	SBBS512_RS08415	WP_001344353.1	100	MULTISPECIES: transposase
chr	NC_010658.1	1188127	1188240	-	-	-	SBBS512_RS28780	WP_071821691.1	37	MULTISPECIES: transposase
chr	NC_010658.1	1188193	1188288	+	-	-	SBBS512_RS28785	WP_071821567.1	31	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1188520	1189383	-	-	-	SBBS512_RS08420	WP_000799419.1	287	MULTISPECIES: spermidine/putrescine ABC transporter permease PotB
chr	NC_010658.1	1189367	1190503	-	-	-	SBBS512_RS08425	WP_000531601.1	378	MULTISPECIES: Fe3+/spermidine/putrescine ABC transporter ATP-binding protein
chr	NC_010658.1	1190482	1190697	-	-	-	SBBS512_RS08430	WP_001299275.1	71	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1190753	1191979	+	-	-	SBBS512_RS08435	WP_000359437.1	408	MULTISPECIES: peptidase T
chr	NC_010658.1	1192028	1193149	-	-	-	SBBS512_RS08440	WP_001295435.1	373	MULTISPECIES: 50S ribosomal protein L16 arginine hydroxylase
chr	NC_010658.1	1193225	1194685	-	-	-	SBBS512_RS08445	WP_000735412.1	486	MULTISPECIES: sensor protein PhoQ
chr	NC_010658.1	1194685	1195356	-	-	-	SBBS512_RS08450	WP_001265481.1	223	MULTISPECIES: two-component system response regulator PhoP
chr	NC_010658.1	1195524	1196894	-	-	-	SBBS512_RS08455	WP_000423729.1	456	MULTISPECIES: adenylosuccinate lyase
chr	NC_010658.1	1196898	1197539	-	-	-	SBBS512_RS08460	WP_004984576.1	213	MULTISPECIES: lysogenization protein HflD
chr	NC_010658.1	1197575	1198726	-	-	-	SBBS512_RS08465	WP_000575138.1	383	MULTISPECIES: tRNA(5-methylaminomethyl-2-thiouridine)-methyltransferase
chr	NC_010658.1	1198735	1199196	-	-	-	SBBS512_RS08470	WP_000476088.1	153	MULTISPECIES: NUDIX hydrolase
chr	NC_010658.1	1199206	1199859	-	-	-	SBBS512_RS08475	WP_001248665.1	217	MULTISPECIES: 23S rRNA pseudouridine(2457) synthase
chr	NC_010658.1	1200031	1201281	+	-	-	SBBS512_RS08480	WP_000444488.1	416	MULTISPECIES: isocitrate dehydrogenase (NADP(+))
chr	NC_010658.1	1201349	1201669	-	-	-	SBBS512_RS08485	WP_032335708.1	106	MULTISPECIES: anti-adapter protein IraM
chr	NC_010658.1	1202202	1202312	-	-	-	SBBS512_RS08490	WP_032143442.1	36	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1202365	1202769	-	-	-	SBBS512_RS08495	WP_000373106.1	134	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1202990	1203721	-	-	-	SBBS512_RS08500	WP_000332303.1	243	MULTISPECIES: helix-turn-helix-type transcriptional regulator
chr	NC_010658.1	1203926	1205044	-	-	-	SBBS512_RS08505	WP_024258585.1	372	MULTISPECIES: diguanylate phosphodiesterase
chr	NC_010658.1	1205064	1205567	-	-	-	SBBS512_RS08510	WP_012421294.1	167	transposase
chr	NC_010658.1	1205486	1205761	-	-	-	SBBS512_RS08515	WP_001446308.1	91	MULTISPECIES: transposase
chr	NC_010658.1	1206227	1206463	+	-	-	SBBS512_RS08520	WP_000554150.1	78	MULTISPECIES: two-component-system connector protein YcgZ
chr	NC_010658.1	1206506	1206778	+	-	-	SBBS512_RS08525	WP_000858002.1	90	MULTISPECIES: two-component-system connector protein YmgA
chr	NC_010658.1	1206944	1207849	-	-	-	SBBS512_RS08535	WP_005040727.1	301	transposase
chr	NC_010658.1	1207807	1208172	-	-	-	SBBS512_RS08540	WP_000567766.1	121	MULTISPECIES: transposase
chr	NC_010658.1	1209904	1210233	-	-	-	SBBS512_RS08555	WP_001295611.1	109	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1210243	1210587	-	-	-	SBBS512_RS08560	WP_000726974.1	114	MULTISPECIES: glycine zipper family protein
chr	NC_010658.1	1210589	1210762	-	-	-	SBBS512_RS08565	WP_000122462.1	57	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1210863	1211048	+	-	-	SBBS512_RS28790	WP_001328621.1	61	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1211009	1211128	+	-	-	SBBS512_RS28795	WP_001131446.1	39	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1211607	1211873	-	-	-	SBBS512_RS08570	WP_001185665.1	88	MULTISPECIES: cell division topological specificity factor
chr	NC_010658.1	1211877	1212689	-	-	-	SBBS512_RS08575	WP_000101055.1	270	MULTISPECIES: septum site-determining protein MinD
chr	NC_010658.1	1212713	1213408	-	-	-	SBBS512_RS08580	WP_000072536.1	231	MULTISPECIES: septum site-determining protein MinC
chr	NC_010658.1	1213548	1213775	+	-	-	SBBS512_RS28805	WP_001328997.1	75	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1213928	1214296	+	-	-	SBBS512_RS08585	WP_001056831.1	122	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1214381	1214656	+	-	-	SBBS512_RS28810	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	1214575	1215078	+	-	-	SBBS512_RS08590	WP_000089821.1	167	MULTISPECIES: transposase
chr	NC_010658.1	1215089	1215445	-	-	-	SBBS512_RS08595	WP_000695216.1	118	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1215654	1215980	+	-	-	SBBS512_RS08600	WP_001125718.1	108	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1216052	1216711	+	-	-	SBBS512_RS08605	WP_000284277.1	219	MULTISPECIES: isomerase/hydrolase
chr	NC_010658.1	1216788	1217249	+	-	-	SBBS512_RS08610	WP_000807614.1	153	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1217433	1217708	+	-	-	SBBS512_RS28815	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	1218355	1218774	+	-	-	SBBS512_RS08620	WP_000897378.1	139	MULTISPECIES: protein UmuD
chr	NC_010658.1	1220087	1220617	-	-	-	SBBS512_RS08630	WP_000943457.1	176	MULTISPECIES: disulfide bond formation protein B
chr	NC_010658.1	1220763	1222304	-	-	-	SBBS512_RS08635	WP_000406391.1	513	MULTISPECIES: Na+/H+ antiporter NhaB
chr	NC_010658.1	1222526	1223245	+	-	-	SBBS512_RS08640	WP_000234823.1	239	MULTISPECIES: fatty acid metabolism regulator protein
chr	NC_010658.1	1223297	1224829	-	-	-	SBBS512_RS08645	WP_000190849.1	510	MULTISPECIES: SpoVR family protein
chr	NC_010658.1	1225159	1226457	+	-	-	SBBS512_RS08650	WP_001266917.1	432	MULTISPECIES: D-amino acid dehydrogenase small subunit
chr	NC_010658.1	1226467	1226586	+	-	-	SBBS512_RS28820	WP_004984543.1	39	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1226552	1227526	+	-	-	SBBS512_RS08655	WP_004984588.1	324	MULTISPECIES: alanine racemase
chr	NC_010658.1	1227913	1229649	-	-	-	SBBS512_RS08660	WP_000340206.1	578	MULTISPECIES: K+/H+ antiporter NhaP2
chr	NC_010658.1	1229744	1230658	-	-	-	SBBS512_RS08665	WP_000051632.1	304	MULTISPECIES: muramoyltetrapeptide carboxypeptidase
chr	NC_010658.1	1230631	1230819	+	-	-	SBBS512_RS28825	WP_001308594.1	62	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1230758	1231369	+	-	emtA	SBBS512_RS08670	WP_001295616.1	203	MULTISPECIES: murein transglycosylase
chr	NC_010658.1	1231371	1232105	-	-	-	SBBS512_RS08675	WP_000020160.1	244	MULTISPECIES: flagellar brake protein YcgR
chr	NC_010658.1	1232306	1232560	+	-	-	SBBS512_RS08680	WP_012421463.1	84	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1232739	1233179	+	-	-	SBBS512_RS08685	WP_000615061.1	146	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1235150	1236568	-	-	-	SBBS512_RS08695	WP_012421585.1	472	dihydroxyacetone kinase subunit DhaM
chr	NC_010658.1	1236579	1237211	-	-	-	SBBS512_RS08700	WP_000059411.1	210	MULTISPECIES: dihydroxyacetone kinase subunit DhaL
chr	NC_010658.1	1237183	1238292	-	-	-	SBBS512_RS08705	WP_000733719.1	369	MULTISPECIES: dihydroxyacetone kinase subunit DhaK
chr	NC_010658.1	1238520	1240439	+	-	-	SBBS512_RS08710	WP_012421481.1	639	MULTISPECIES: sigma-54-dependent Fis family transcriptional regulator
chr	NC_010658.1	1240639	1240941	+	-	-	SBBS512_RS08715	WP_012421578.1	100	transposase
chr	NC_010658.1	1240941	1241807	+	-	-	SBBS512_RS08720	WP_071821541.1	288	MULTISPECIES: transposase
chr	NC_010658.1	1241804	1241941	+	-	-	SBBS512_RS28830	WP_012421592.1	45	MULTISPECIES: transposase
chr	NC_010658.1	1241977	1242795	+	-	-	SBBS512_RS08730	WP_000336678.1	272	MULTISPECIES: transposase
chr	NC_010658.1	1245837	1246016	+	-	-	SBBS512_RS08740	WP_000280737.1	59	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1246261	1247352	-	-	-	SBBS512_RS08745	WP_000505866.1	363	MULTISPECIES: GTP-binding protein YchF
chr	NC_010658.1	1247469	1248053	-	-	-	SBBS512_RS08750	WP_000152941.1	194	MULTISPECIES: peptidyl-tRNA hydrolase
chr	NC_010658.1	1248331	1248609	+	-	-	SBBS512_RS08755	WP_000823885.1	92	MULTISPECIES: membrane protein
chr	NC_010658.1	1248664	1250343	-	-	-	SBBS512_RS08760	WP_001033336.1	559	MULTISPECIES: sodium-independent anion transporter
chr	NC_010658.1	1250468	1251415	-	-	-	SBBS512_RS08765	WP_012421410.1	315	MULTISPECIES: ribose-phosphate pyrophosphokinase
chr	NC_010658.1	1251566	1252417	-	-	-	SBBS512_RS08770	WP_001260333.1	283	MULTISPECIES: 4-diphosphocytidyl-2C-methyl-D-erythritol kinase
chr	NC_010658.1	1252417	1253040	-	-	lolB	SBBS512_RS08775	WP_001130683.1	207	outer membrane lipoprotein LolB
chr	NC_010658.1	1253254	1254510	+	-	-	SBBS512_RS08780	WP_000173200.1	418	MULTISPECIES: glutamyl-tRNA reductase
chr	NC_010658.1	1254552	1255634	+	-	-	SBBS512_RS08785	WP_000804740.1	360	MULTISPECIES: peptide chain release factor 1
chr	NC_010658.1	1255634	1256467	+	-	-	SBBS512_RS08790	WP_000456467.1	277	MULTISPECIES: protein-(glutamine-N5) methyltransferase, release factor-specific
chr	NC_010658.1	1256464	1256856	+	-	-	SBBS512_RS08795	WP_000200378.1	130	MULTISPECIES: protein sirB2
chr	NC_010658.1	1256860	1257669	+	-	-	SBBS512_RS08800	WP_001257044.1	269	MULTISPECIES: protein sirB1
chr	NC_010658.1	1257705	1258559	+	-	-	SBBS512_RS08805	WP_000811065.1	284	MULTISPECIES: 2-dehydro-3-deoxyphosphooctonate aldolase
chr	NC_010658.1	1258708	1258842	-	-	-	SBBS512_RS08810	WP_000950182.1	44	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1259243	1259350	-	-	-	SBBS512_RS08815	WP_000170926.1	35	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1259779	1259913	-	-	-	SBBS512_RS08820	WP_000950198.1	44	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1259927	1260112	+	-	-	SBBS512_RS28850	WP_071528434.1	61	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1260291	1261391	-	-	-	SBBS512_RS08825	WP_001295620.1	366	MULTISPECIES: sodium-potassium/proton antiporter ChaA
chr	NC_010658.1	1261661	1261891	+	-	chaB	SBBS512_RS08830	WP_001146442.1	76	MULTISPECIES: cation transport regulator
chr	NC_010658.1	1262049	1262744	+	-	-	SBBS512_RS08835	WP_001297117.1	231	MULTISPECIES: transporter
chr	NC_010658.1	1262788	1263141	-	-	-	SBBS512_RS08840	WP_001169669.1	117	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1263325	1264719	+	-	-	SBBS512_RS08845	WP_000086209.1	464	YchO family inverse autotransporter domain-containing protein
chr	NC_010658.1	1264720	1265370	-	-	-	SBBS512_RS08850	WP_000070493.1	216	MULTISPECIES: DNA-binding response regulator
chr	NC_010658.1	1265363	1267159	-	-	-	SBBS512_RS08855	WP_000918033.1	598	MULTISPECIES: nitrate/nitrite two-component system sensor histidine kinase
chr	NC_010658.1	1267185	1267403	+	-	-	SBBS512_RS08860	WP_000069498.1	72	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1267498	1268889	+	-	-	SBBS512_RS08865	WP_000019827.1	463	MULTISPECIES: nitrate/nitrite transporter NarK
chr	NC_010658.1	1269405	1273127	+	-	-	SBBS512_RS08870	WP_000032927.1	1240	MULTISPECIES: nitrate reductase subunit alpha
chr	NC_010658.1	1273145	1274683	+	-	-	SBBS512_RS08875	WP_000702666.1	512	MULTISPECIES: nitrate reductase subunit beta
chr	NC_010658.1	1274680	1275390	+	-	-	SBBS512_RS08880	WP_000571699.1	236	MULTISPECIES: nitrate reductase molybdenum cofactor assembly chaperone
chr	NC_010658.1	1275390	1276067	+	-	-	SBBS512_RS08885	WP_001160110.1	225	MULTISPECIES: respiratory nitrate reductase subunit gamma
chr	NC_010658.1	1276674	1277516	-	-	-	SBBS512_RS08900	WP_000555845.1	280	MULTISPECIES: formyltetrahydrofolate deformylase
chr	NC_010658.1	1277566	1278024	-	-	-	SBBS512_RS08905	WP_001307143.1	152	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1278137	1279042	+	-	-	SBBS512_RS08910	WP_005024994.1	301	MULTISPECIES: patatin family protein
chr	NC_010658.1	1279134	1280147	+	-	-	SBBS512_RS08915	WP_000193454.1	337	MULTISPECIES: two-component system response regulator RssB
chr	NC_010658.1	1280349	1281257	+	-	-	SBBS512_RS08920	WP_000718998.1	302	MULTISPECIES: UTP--glucose-1-phosphate uridylyltransferase
chr	NC_010658.1	1281401	1281814	-	-	-	SBBS512_RS08925	WP_001287378.1	137	MULTISPECIES: DNA-binding protein H-NS
chr	NC_010658.1	1282419	1283036	+	-	-	SBBS512_RS08930	WP_000068073.1	205	MULTISPECIES: thymidine kinase
chr	NC_010658.1	1283318	1283908	-	-	-	SBBS512_RS08935	WP_001326299.1	196	MULTISPECIES: transposase
chr	NC_010658.1	1283860	1284090	-	-	-	SBBS512_RS08940	WP_001326300.1	76	MULTISPECIES: transposase
chr	NC_010658.1	1284029	1284214	-	-	-	SBBS512_RS28855	WP_001333005.1	61	MULTISPECIES: transposase
chr	NC_010658.1	1284338	1287013	-	-	-	SBBS512_RS08945	WP_000301651.1	891	MULTISPECIES: bifunctional acetaldehyde-CoA/alcohol dehydrogenase
chr	NC_010658.1	1287491	1288138	+	-	-	SBBS512_RS08950	WP_000616553.1	215	MULTISPECIES: membrane protein
chr	NC_010658.1	1288145	1288366	-	-	-	SBBS512_RS08955	WP_005113068.1	73	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1288265	1288540	+	-	-	SBBS512_RS28860	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	1288459	1288953	+	-	-	SBBS512_RS08960	WP_000089819.1	164	MULTISPECIES: transposase
chr	NC_010658.1	1288982	1289257	+	-	-	SBBS512_RS08965	WP_001352790.1	91	MULTISPECIES: transposase
chr	NC_010658.1	1289302	1289679	+	-	-	SBBS512_RS08970	WP_000344405.1	125	MULTISPECIES: transposase
chr	NC_010658.1	1290135	1291766	+	-	-	SBBS512_RS08975	WP_012421389.1	543	oligopeptide ABC transporter substrate-binding protein OppA
chr	NC_010658.1	1291852	1292772	+	-	oppB	SBBS512_RS08980	WP_000911105.1	306	MULTISPECIES: peptide ABC transporter permease
chr	NC_010658.1	1292787	1293695	+	-	-	SBBS512_RS08985	WP_000979649.1	302	MULTISPECIES: peptide ABC transporter permease
chr	NC_010658.1	1293707	1294720	+	-	-	SBBS512_RS08990	WP_000110943.1	337	MULTISPECIES: oligopeptide ABC transporter ATP-binding protein OppD
chr	NC_010658.1	1294717	1295721	+	-	-	SBBS512_RS08995	WP_000994889.1	334	MULTISPECIES: oligopeptide transport ATP-binding protein OppF
chr	NC_010658.1	1295774	1296103	-	-	-	SBBS512_RS09000	WP_000366959.1	109	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1296138	1297598	-	-	-	SBBS512_RS09005	WP_000214507.1	486	MULTISPECIES: cardiolipin synthase A
chr	NC_010658.1	1297630	1297914	+	-	-	SBBS512_RS09010	WP_001303937.1	94	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1297969	1299222	-	-	-	SBBS512_RS09015	WP_012421280.1	417	MULTISPECIES: voltage-gated potassium channel
chr	NC_010658.1	1299522	1299818	-	-	-	SBBS512_RS09020	WP_000967592.1	98	hypothetical protein
chr	NC_010658.1	1300042	1300761	+	-	-	SBBS512_RS09025	WP_012421593.1	239	TonB system transport protein TonB
chr	NC_010658.1	1300801	1301199	-	-	-	SBBS512_RS09030	WP_000108160.1	132	MULTISPECIES: acyl-CoA thioesterase
chr	NC_010658.1	1301304	1301843	-	-	-	SBBS512_RS09035	WP_000808667.1	179	MULTISPECIES: intracellular septation protein A
chr	NC_010658.1	1301873	1302616	-	-	-	SBBS512_RS09040	WP_000028541.1	247	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1302973	1303611	+	-	-	SBBS512_RS09045	WP_000737224.1	212	MULTISPECIES: outer membrane protein OmpW
chr	NC_010658.1	1303657	1304787	-	-	-	SBBS512_RS09050	WP_000113683.1	376	MULTISPECIES: integrase
chr	NC_010658.1	1304765	1305013	-	-	-	SBBS512_RS09055	WP_000113189.1	82	MULTISPECIES: excisionase
chr	NC_010658.1	1305078	1307549	-	-	-	SBBS512_RS09060	WP_000048384.1	823	MULTISPECIES: exonuclease
chr	NC_010658.1	1307645	1307833	-	-	-	SBBS512_RS09065	WP_000199473.1	62	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1307830	1308018	-	-	-	SBBS512_RS09070	WP_000449175.1	62	MULTISPECIES: cell division inhibitor
chr	NC_010658.1	1307927	1308166	+	-	-	SBBS512_RS28865	WP_071593700.1	79	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1308108	1308293	+	-	-	SBBS512_RS28870	WP_071587501.1	61	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1308590	1308868	+	-	-	SBBS512_RS09080	WP_000358769.1	92	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1308828	1309229	-	-	-	SBBS512_RS09085	WP_001339605.1	133	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1309241	1309474	-	-	-	SBBS512_RS09090	WP_000123856.1	77	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1309659	1310078	-	-	-	SBBS512_RS09095	WP_000362153.1	139	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1310179	1310460	+	-	-	SBBS512_RS09100	WP_000391950.1	93	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1310444	1310869	+	-	-	SBBS512_RS09105	WP_000693888.1	141	MULTISPECIES: Rha family transcriptional regulator
chr	NC_010658.1	1310892	1311854	+	-	-	SBBS512_RS09110	WP_000095673.1	320	MULTISPECIES: DNA-binding protein
chr	NC_010658.1	1311861	1312607	+	-	-	SBBS512_RS09115	WP_000788950.1	248	MULTISPECIES: DNA replication protein DnaC
chr	NC_010658.1	1312629	1313399	+	-	-	SBBS512_RS09120	WP_000450998.1	256	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1313415	1313840	+	-	-	SBBS512_RS09125	WP_001151161.1	141	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1314015	1314680	+	-	-	SBBS512_RS09130	WP_000150294.1	221	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1314861	1315073	+	-	-	SBBS512_RS09135	WP_000018429.1	70	MULTISPECIES: Hok/Gef family protein
chr	NC_010658.1	1315115	1315294	-	-	-	SBBS512_RS09140	WP_001112740.1	59	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1315241	1315513	+	-	-	SBBS512_RS28875	WP_001329966.1	90	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1315515	1316570	+	-	-	SBBS512_RS09145	WP_001265086.1	351	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1316571	1316951	+	-	-	SBBS512_RS09150	WP_000140012.1	126	MULTISPECIES: endodeoxyribonuclease
chr	NC_010658.1	1316948	1317769	+	-	-	SBBS512_RS09155	WP_000762914.1	273	MULTISPECIES: antitermination protein
chr	NC_010658.1	1317996	1318193	+	-	-	SBBS512_RS09160	WP_000917767.1	65	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1318344	1319393	+	-	-	SBBS512_RS09165	WP_000935515.1	349	MULTISPECIES: DNA adenine methylase
chr	NC_010658.1	1319906	1320127	+	-	-	SBBS512_RS09185	WP_000951233.1	73	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1320668	1322524	+	-	-	SBBS512_RS09190	WP_000874529.1	618	MULTISPECIES: 9-O-acetyl-N-acetylneuraminic acid deacetylase
chr	NC_010658.1	1322675	1322890	+	-	-	SBBS512_RS09195	WP_000284510.1	71	MULTISPECIES: holin
chr	NC_010658.1	1322895	1323209	+	-	-	SBBS512_RS09200	WP_000193273.1	104	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1323265	1323798	+	-	-	SBBS512_RS09205	WP_001274715.1	177	MULTISPECIES: lysozyme
chr	NC_010658.1	1323795	1324253	+	-	-	SBBS512_RS09210	WP_000091923.1	152	MULTISPECIES: endopeptidase
chr	NC_010658.1	1324670	1325290	+	-	-	SBBS512_RS09215	WP_000654791.1	206	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1325232	1326299	-	-	-	SBBS512_RS28880	WP_000077906.1	355	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1326710	1327258	+	-	-	SBBS512_RS09220	WP_000867575.1	182	MULTISPECIES: terminase
chr	NC_010658.1	1327230	1329158	+	-	-	SBBS512_RS09225	WP_000622379.1	642	MULTISPECIES: terminase
chr	NC_010658.1	1329142	1329348	+	-	-	SBBS512_RS09230	WP_000259002.1	68	MULTISPECIES: head-tail joining protein
chr	NC_010658.1	1329345	1330937	+	-	-	SBBS512_RS09235	WP_000831818.1	530	MULTISPECIES: phage portal protein
chr	NC_010658.1	1330927	1332432	+	-	-	SBBS512_RS09240	WP_001253958.1	501	MULTISPECIES: scaffold protein
chr	NC_010658.1	1332469	1332816	+	-	-	SBBS512_RS09245	WP_000256823.1	115	MULTISPECIES: head decoration protein
chr	NC_010658.1	1332874	1333902	+	-	-	SBBS512_RS09250	WP_000522584.1	342	minor capsid protein E
chr	NC_010658.1	1333954	1334337	+	-	-	SBBS512_RS09255	WP_000201495.1	127	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1334330	1334683	+	-	-	SBBS512_RS09260	WP_001204554.1	117	MULTISPECIES: tail attachment protein
chr	NC_010658.1	1334699	1335232	+	-	-	SBBS512_RS09265	WP_000974980.1	177	MULTISPECIES: tail protein
chr	NC_010658.1	1335229	1335624	+	-	-	SBBS512_RS09270	WP_000683079.1	131	MULTISPECIES: tail protein
chr	NC_010658.1	1335632	1336384	+	-	-	SBBS512_RS09275	WP_000235110.1	250	MULTISPECIES: tail protein
chr	NC_010658.1	1336398	1336829	+	-	-	SBBS512_RS09280	WP_000479095.1	143	MULTISPECIES: phage minor tail protein G
chr	NC_010658.1	1336856	1337269	+	-	-	SBBS512_RS09285	WP_000533402.1	137	MULTISPECIES: phage tail assembly protein T
