
GLIMMER    (ver.    3.02;    iterated)    predictions:
orf01443    1136274    1137371    +3    11.12
orf01444    1137371    1138312    +2    12.77
orf01445    1138378    1140021    +1    12.79
orf01446    1140033    1140986    +3    11.91
orf01449    1144367    1141182    -3    11.67
orf01450    1144509    1144628    +3    1.36
orf01452    1144940    1145899    +2    11.06
orf01454    1145921    1146046    +2    4.15
orf01455    1146634    1146011    -2    9.86
orf01457    1146794    1147315    +2    6.38
orf01458    1147367    1147540    +2    4.70
orf01459    1147651    1148691    +1    6.19
orf01462    1148759    1149712    +2    10.47
orf01464    1149728    1150657    +2    12.67
orf01465    1150670    1151404    +2    12.37
orf01466    1151615    1151851    +2    11.96
orf01467    1151939    1153180    +2    10.58
orf01469    1153300    1154109    +1    7.96
orf01470    1154112    1155134    +3    10.86
orf01471    1155124    1155765    +1    12.62
orf01473    1155762    1156766    +3    7.20
orf01474    1156777    1157574    +1    8.26
orf01475    1157869    1159302    +1    12.64
orf01477    1161551    1159362    -3    10.50
orf01478    1161754    1161584    -2    0.52
orf01480    1161885    1162244    +3    10.28
orf01481    1162271    1162624    +2    4.96
orf01482    1162638    1163279    +3    11.09
orf01483    1163260    1164084    +1    7.84
orf01484    1164095    1165120    +2    10.25
orf01485    1165143    1165685    +3    7.36
orf01487    1166085    1167389    +3    13.70
orf01488    1167599    1168138    +2    8.77
orf01489    1168832    1168200    -3    8.71
orf01490    1169073    1169330    +3    6.42
orf01491    1170371    1169412    -3    12.13
orf01493    1173964    1170518    -2    15.44
orf01494    1175165    1174092    -3    11.01
orf01495    1175427    1176626    +3    11.52
orf01496    1176619    1177320    +1    15.30
orf01498    1177326    1178564    +3    14.24
orf01499    1178593    1179504    +1    11.97
orf01500    1179520    1180359    +1    12.18
orf01502    1181267    1180479    -3    5.69
orf01503    1181725    1181264    -2    8.17
orf01504    1182829    1181783    -2    14.96
orf01505    1183620    1182826    -1    15.49
orf01506    1184474    1183617    -3    14.07
orf01507    1185594    1184458    -1    11.77
orf01508    1185788    1185573    -3    0.76
orf01509    1185946    1187070    +1    15.69
orf01510    1188240    1187119    -1    13.68
orf01511    1189776    1188316    -1    10.93
orf01512    1190447    1189776    -3    12.42
orf01514    1191986    1190616    -3    15.36
orf01515    1192631    1191990    -3    12.43
orf01517    1193773    1192667    -2    13.70
orf01518    1194288    1193827    -1    12.19
orf01519    1194831    1194298    -1    9.21
orf01521    1195123    1196373    +1    14.36
orf01522    1197709    1197533    -2    2.70
orf01523    1198695    1199588    +3    3.27
orf01524    1200806    1199679    -3    3.22
orf01526    1202590    1202730    +1    0.68
orf01527    1202519    1202259    -3    3.66
orf01528    1203024    1203224    +3    6.51
orf01529    1203268    1203825    +1    7.18
orf01530    1204001    1204180    +2    0.45
orf01531    1204170    1205537    +3    10.81
orf01532    1205549    1205731    +2    12.69
orf01534    1205731    1206204    +1    5.17
orf01535    1206173    1206922    +2    5.98
orf01536    1206913    1207497    +1    9.69
orf01537    1207501    1208130    +1    1.89
orf01538    1208120    1208545    +2    6.31
orf01539    1209119    1208517    -3    7.34
orf01540    1209658    1209119    -2    4.28
orf01541    1209685    1210239    +1    3.48
orf01542    1210346    1211179    +2    3.01
orf01543    1211413    1211577    +1    12.29
orf01544    1213107    1212703    -1    3.14
orf01545    1214059    1213328    -2    7.66
orf01547    1215475    1214264    -2    4.04
orf01548    1216465    1216635    +1    0.99
orf01549    1216820    1216996    +2    5.41
orf01550    1217367    1218851    +3    4.89
orf01551    1218983    1219201    +2    0.76
orf01552    1219334    1219206    -3    2.28
orf01554    1219601    1221121    +2    3.19
orf01555    1221329    1222222    +2    8.39
orf01556    1222634    1222305    -3    14.91
orf01557    1222988    1222644    -3    12.74
orf01558    1223410    1223529    +1    4.91
orf01560    1223695    1223907    +1    3.88
orf01561    1224545    1224279    -3    13.92
orf01562    1225361    1224549    -3    11.77
orf01563    1226080    1225385    -2    6.05
orf01564    1226600    1226968    +2    4.61
orf01566    1227472    1227071    -2    0.68
orf01567    1227543    1227671    +3    1.02
orf01568    1227807    1228007    +3    13.61
orf01570    1228079    1228738    +2    10.80
orf01572    1228815    1229276    +3    10.68
orf01573    1230394    1229483    -2    7.66
orf01574    1230767    1231186    +2    8.21
orf01575    1231186    1232454    +1    8.34
orf01576    1233030    1232500    -1    12.90
orf01577    1234717    1233176    -2    12.47
orf01578    1234938    1235657    +3    12.83
orf01579    1237241    1235709    -3    12.15
orf01580    1237598    1238869    +2    13.66
orf01581    1238879    1239949    +2    11.30
orf01582    1240073    1240201    +2    2.18
orf01584    1242071    1240335    -3    13.00
orf01585    1243080    1242166    -1    10.75
orf01586    1243180    1243791    +1    10.08
orf01587    1244527    1243793    -2    8.61
orf01588    1244728    1244982    +1    10.11
orf01590    1245232    1245600    +1    4.62
orf01592    1247376    1245679    -1    12.91
orf01593    1247390    1247536    +2    0.91
orf01594    1249114    1247696    -2    10.43
orf01595    1249757    1249125    -3    10.61
orf01596    1250838    1249768    -1    9.01
orf01597    1251144    1252985    +3    9.67
orf01598    1255952    1253085    -3    4.74
orf01599    1256297    1256476    +2    2.37
orf01600    1257812    1256721    -3    14.70
orf01602    1258513    1257929    -2    8.76
orf01603    1258791    1259069    +3    5.53
orf01605    1260803    1259124    -3    11.82
orf01606    1261875    1260928    -1    11.01
orf01608    1262877    1262026    -1    7.02
orf01609    1263500    1262877    -3    11.61
orf01610    1263714    1264970    +3    14.05
orf01611    1265012    1266094    +2    14.53
orf01613    1266094    1266927    +1    11.03
orf01614    1266924    1267316    +3    9.11
orf01616    1267320    1268129    +3    10.96
orf01617    1268165    1269019    +2    13.51
orf01620    1269302    1269168    -3    13.12
orf01622    1269837    1269703    -1    14.51
orf01624    1270372    1270238    -2    13.12
orf01625    1271849    1270749    -3    10.66
orf01626    1272119    1272349    +2    11.66
orf01627    1272507    1273202    +3    10.79
orf01628    1273599    1273246    -1    7.66
orf01629    1273784    1275178    +2    7.84
orf01630    1275829    1275179    -2    12.82
orf01631    1277618    1275822    -3    9.74
orf01632    1277644    1277862    +1    0.78
orf01633    1277957    1279348    +2    10.40
orf01636    1279864    1283607    +1    14.49
orf01637    1283604    1285142    +3    13.42
orf01638    1285139    1285849    +2    15.87
orf01639    1285849    1286526    +1    16.21
orf01640    1288624    1287782    -2    11.78
orf01641    1289033    1288674    -3    6.05
orf01642    1289245    1290150    +1    6.79
orf01643    1290242    1291255    +2    8.09
orf01644    1291457    1292365    +2    9.95
orf01646    1292922    1292509    -1    9.53
orf01647    1293617    1294144    +2    7.08
orf01648    1295016    1294426    -1    3.36
orf01650    1295081    1294968    -3    6.49
orf01652    1295322    1295137    -1    4.37
orf01654    1298121    1295446    -1    11.03
orf01655    1298598    1299245    +3    9.61
orf01657    1299531    1300547    +3    19.94
orf01658    1301182    1302813    +1    10.95
orf01659    1302899    1303819    +2    9.84
orf01660    1303834    1304742    +1    10.77
orf01662    1304754    1305767    +3    12.52
orf01664    1305764    1306768    +2    9.20
orf01665    1307150    1306821    -3    15.21
orf01666    1308645    1307185    -1    8.97
orf01667    1310224    1309016    -2    7.43
orf01668    1310865    1310569    -1    6.30
orf01670    1311089    1311808    +2    8.43
orf01671    1312246    1311848    -2    6.31
orf01672    1312890    1312351    -1    9.68
orf01674    1313663    1312920    -3    9.55
orf01676    1314020    1314658    +2    9.22
orf01677    1315224    1314718    -1    8.81
orf01678    1315791    1315270    -1    10.96
orf01679    1316035    1315856    -2    9.70
orf01682    1317222    1316416    -1    13.41
orf01684    1318415    1317222    -3    14.56
orf01685    1319788    1318427    -2    11.39
orf01686    1321384    1319789    -2    14.56
orf01687    1322946    1321384    -1    11.99
orf01689    1323241    1324101    +1    7.46
orf01691    1324062    1324718    +3    12.38
orf01692    1324746    1326641    +3    6.20
orf01693    1326852    1327727    +3    13.13
orf01694    1328357    1327767    -3    12.07
orf01696    1329112    1328354    -2    11.74
orf01697    1329332    1330381    +2    13.93
orf01699    1330668    1330417    -1    12.87
orf01701    1331048    1333645    +2    12.88
orf01702    1333855    1334829    +1    9.53
orf01703    1335160    1335288    +1    11.16
orf01704    1335291    1335458    +3    6.17
orf01705    1335831    1338506    +3    11.12
orf01706    1339160    1338570    -3    11.23
orf01707    1339330    1340094    +1    7.16
orf01710    1340243    1340551    +2    9.08
orf01712    1340558    1341727    +2    11.18
orf01713    1341905    1341762    -3    6.25
orf01714    1341921    1342658    +3    10.55
orf01715    1342655    1342984    +2    9.99
orf01717    1343328    1343110    -1    4.85
orf01718    1344346    1343597    -2    9.02
orf01719    1344609    1344436    -1    9.43
orf01720    1346742    1344757    -1    6.86
orf01722    1348912    1346978    -2    14.34
orf01723    1350107    1348980    -3    5.14
orf01725    1351039    1350251    -2    13.19
orf01726    1351760    1351407    -3    1.21
orf01728    1352634    1351828    -1    12.34
orf01729    1353628    1352636    -2    11.31
orf01730    1354518    1353628    -1    11.74
orf01732    1355470    1354505    -2    10.38
orf01733    1357086    1355467    -1    11.66
orf01735    1357668    1357423    -1    12.23
orf01736    1359187    1357802    -2    13.13
orf01738    1360908    1359490    -1    11.75
orf01739    1361230    1361096    -2    5.22
orf01740    1361283    1361405    +3    5.65
orf01741    1361408    1361884    +2    6.68
orf01742    1361911    1362468    +1    8.97
orf01743    1362743    1364230    +2    14.49
orf01744    1364232    1365512    +3    14.36
orf01747    1365550    1366815    +1    14.58
orf01749    1367912    1366935    -3    13.21
orf01750    1368079    1368747    +1    16.23
orf01751    1368801    1369025    +3    16.94
orf01753    1369025    1369384    +2    16.00
orf01755    1369393    1369614    +1    11.79
orf01756    1369689    1370003    +3    13.00
orf01757    1370216    1371895    +2    8.86
orf01759    1371909    1373201    +3    15.14
orf01761    1373222    1374103    +2    13.75
orf01763    1374090    1374932    +3    13.58
orf01765    1374963    1376015    +3    14.38
orf01766    1376034    1376822    +3    15.67
orf01767    1376844    1377887    +3    11.48
orf01768    1377884    1380151    +2    10.31
orf01769    1380148    1380807    +1    12.39
orf01770    1380821    1381789    +2    13.33
orf01771    1381789    1381902    +1    8.06
orf01773    1381947    1382852    +3    11.54
orf01774    1383961    1382963    -2    12.32
orf01775    1384117    1385514    +1    12.86
orf01776    1385511    1386572    +3    13.26
orf01777    1386720    1388261    +3    12.25
orf01778    1388811    1388305    -1    14.54
orf01779    1388930    1389895    +2    10.95
orf01780    1390598    1389870    -3    8.07
orf01782    1390862    1390680    -3    6.91
orf01784    1391853    1390933    -1    9.18
orf01785    1391991    1392890    +3    3.83
orf01786    1393227    1394840    +3    11.23
orf01787    1395922    1394891    -2    11.19
orf01789    1396076    1397092    +2    19.94
orf01790    1397365    1397622    +1    12.43
orf01792    1398622    1397672    -2    12.99
orf01794    1399526    1398774    -3    13.92
orf01795    1400236    1399721    -2    7.92
orf01796    1401653    1400247    -3    10.40
orf01797    1403255    1401810    -3    9.55
orf01799    1404565    1403255    -2    9.05
orf01801    1404741    1405649    +3    9.87
orf01802    1405979    1406542    +2    11.17
orf01806    1407795    1406563    -1    8.32
orf01807    1408050    1409033    +3    9.26
orf01809    1409511    1410884    +3    10.98
orf01810    1411948    1411013    -2    12.27
orf01811    1413235    1412000    -2    2.98
orf01812    1413452    1413237    -3    4.93
orf01814    1414793    1413984    -3    5.71
orf01816    1417386    1414786    -1    5.25
orf01817    1417763    1417488    -3    8.13
orf01818    1418014    1417838    -2    2.38
orf01819    1418229    1418008    -1    4.03
orf01820    1418854    1419159    +1    1.78
orf01821    1419311    1419156    -3    0.43
orf01822    1419456    1419322    -1    7.95
orf01823    1420684    1421106    +1    6.89
orf01825    1421119    1421976    +1    3.15
orf01826    1421983    1422729    +1    6.78
orf01827    1422752    1423312    +2    8.59
orf01828    1423339    1423644    +1    7.94
orf01829    1423782    1425239    +3    3.13
orf01830    1425377    1425640    +2    6.96
orf01831    1425621    1425980    +3    9.23
orf01832    1426157    1426288    +2    8.03
orf01833    1426454    1427482    +2    6.22
orf01835    1428726    1427746    -1    15.90
orf01836    1428814    1428984    +1    8.24
orf01838    1429158    1428985    -1    4.08
orf01839    1430283    1429546    -1    8.21
orf01840    1429505    1429272    -3    2.80
orf01841    1430319    1430453    +3    3.45
orf01842    1430414    1432411    +2    3.04
orf01843    1432411    1432986    +1    11.03
orf01844    1433674    1433084    -2    4.19
orf01846    1434149    1433991    -3    2.84
orf01847    1434746    1434919    +2    2.04
orf01848    1435619    1435185    -3    8.97
orf01849    1436893    1435760    -2    11.80
orf01851    1440784    1437260    -2    10.20
orf01852    1441058    1441324    +2    5.41
orf01854    1441743    1441321    -1    14.29
orf01855    1442843    1441854    -3    14.26
orf01858    1443051    1445690    +3    10.16
orf01859    1445687    1445872    +2    8.40
orf01861    1445880    1446206    +3    6.86
orf01862    1447271    1446378    -3    8.44
orf01863    1447519    1449018    +1    9.72
orf01864    1451349    1449076    -1    11.45
orf01865    1451527    1451414    -2    0.86
orf01866    1453642    1451597    -2    10.13
orf01867    1453927    1454856    +1    10.50
orf01868    1454868    1455155    +3    9.62
orf01869    1455164    1455910    +2    13.31
orf01870    1455925    1456422    +1    6.71
orf01871    1456430    1457500    +2    10.69
orf01872    1457497    1458264    +1    10.66
orf01873    1458264    1459052    +3    9.68
orf01875    1459054    1460481    +1    8.75
orf01876    1460471    1460893    +2    9.79
orf01877    1460893    1462098    +1    8.59
orf01878    1462125    1463438    +3    8.85
orf01880    1463539    1464489    +1    9.75
orf01882    1464471    1465061    +3    10.15
orf01884    1465410    1467950    +3    7.53
orf01885    1468826    1467921    -3    9.96
orf01886    1469149    1468784    -2    3.99
orf01888    1469358    1470509    +3    3.26
orf01890    1470858    1474013    +3    7.83
orf01892    1474156    1474031    -2    0.13
orf01893    1474221    1475081    +3    9.57
orf01894    1475144    1477450    +2    5.63
orf01895    1477621    1478226    +1    7.22
orf01896    1478226    1479122    +3    4.85
orf01898    1479138    1480895    +3    7.03
orf01899    1480933    1482201    +1    3.47
orf01900    1482860    1482255    -3    12.49
orf01902    1483061    1486963    +2    13.05
orf01904    1487235    1488035    +3    8.82
orf01906    1488232    1489671    +1    9.60
orf01907    1489964    1489713    -3    11.14
orf01908    1490365    1489961    -2    9.88
orf01909    1490713    1490597    -2    8.34
orf01910    1490866    1491432    +1    7.04
orf01911    1491677    1491850    +2    7.13
orf01912    1492698    1494110    +3    9.81
orf01913    1494990    1494148    -1    6.49
orf01914    1495288    1496631    +1    9.44
orf01915    1496892    1498511    +3    10.53
orf01917    1498651    1498875    +1    4.49
orf01918    1498938    1499477    +3    10.08
orf01919    1500449    1499469    -3    8.11
orf01920    1500573    1501565    +3    10.72
orf01921    1501562    1502155    +2    12.38
orf01922    1502306    1502425    +2    3.57
orf01924    1502457    1503125    +3    9.77
orf01926    1503310    1503143    -2    0.32
orf01928    1503567    1503430    -1    2.07
orf01929    1503533    1503679    +2    3.72
orf01932    1503717    1504865    +3    5.15
orf01933    1506080    1504905    -3    10.64
orf01934    1506172    1506708    +1    3.42
orf01936    1506739    1508742    +1    12.13
orf01938    1509004    1508834    -2    9.96
orf01939    1509243    1509121    -1    0.89
orf01940    1509487    1509924    +1    8.46
orf01941    1510003    1511409    +1    11.35
orf01943    1511654    1512799    +2    12.36
orf01944    1512817    1513830    +1    11.75
orf01945    1513831    1514772    +1    14.12
orf01947    1514762    1515556    +2    12.24
orf01948    1515578    1517002    +2    11.63
orf01949    1517115    1516999    -1    0.31
orf01950    1517314    1517562    +1    7.87
orf01951    1517648    1517881    +2    15.71
orf01952    1518331    1517882    -2    8.63
orf01953    1518909    1518328    -1    7.72
orf01954    1519027    1520064    +1    8.73
orf01956    1520262    1520927    +3    8.37
orf01957    1523065    1520963    -2    8.84
orf01959    1523307    1524368    +3    15.49
orf01962    1525980    1524481    -1    12.42
orf01963    1526050    1526199    +1    0.25
orf01964    1526247    1526864    +3    5.75
orf01965    1527033    1527152    +3    1.42
orf01967    1527890    1529938    +2    5.97
orf01968    1530171    1530404    +3    5.66
orf01969    1530586    1531332    +1    4.70
orf01971    1531816    1532952    +1    7.25
orf01972    1533052    1533285    +1    6.57
orf01973    1533851    1533282    -3    7.68
orf01975    1534024    1534869    +1    8.96
orf01976    1535858    1534965    -3    10.81
orf01977    1536617    1535937    -3    10.34
orf01978    1537309    1536614    -2    12.67
orf01980    1538853    1537309    -1    10.59
orf01981    1542590    1538850    -3    12.54
orf01983    1544060    1542672    -3    9.61
orf01984    1545714    1544758    -1    2.98
orf01985    1546028    1545738    -3    9.88
orf01986    1547112    1546288    -1    8.02
orf01987    1547421    1547296    -1    1.61
orf01988    1547401    1547988    +1    12.57
orf01991    1548037    1550448    +1    13.99
orf01992    1550461    1551345    +1    9.37
orf01994    1551338    1551991    +2    14.11
orf01997    1552682    1552398    -3    9.14
orf01999    1553838    1552828    -1    11.45
orf02000    1555669    1553972    -2    13.99
orf02001    1555963    1555826    -2    9.84
orf02003    1556280    1556065    -1    6.70
orf02004    1556625    1557056    +3    10.85
orf02005    1558038    1557112    -1    8.66
orf02006    1559017    1558031    -2    9.01
orf02007    1559910    1559014    -1    9.80
orf02008    1560929    1559907    -3    10.49
orf02009    1562391    1560931    -1    10.87
orf02010    1563076    1562495    -2    6.05
orf02011    1565757    1563334    -1    11.40
orf02012    1567140    1565758    -1    8.82
orf02014    1568658    1567504    -1    6.21
orf02015    1570489    1568954    -2    9.59
orf02016    1572045    1570645    -1    14.35
orf02017    1572277    1572164    -2    0.92
orf02018    1575190    1572407    -2    9.49
orf02019    1577619    1575247    -1    8.55
orf02021    1579249    1577657    -2    7.86
orf02022    1580790    1579633    -1    4.40
orf02023    1582461    1580842    -1    6.39
orf02024    1583687    1582926    -3    3.67
orf02025    1583959    1583762    -2    1.07
orf02026    1586486    1584207    -3    5.39
orf02027    1587734    1586820    -3    3.01
orf02028    1588117    1588251    +1    2.36
orf02029    1588083    1587793    -1    3.51
orf02030    1588839    1588309    -1    4.79
orf02031    1590001    1588853    -2    3.18
orf02033    1592176    1590854    -2    5.48
orf02034    1592442    1592176    -1    9.85
orf02036    1594065    1592665    -1    6.60
orf02037    1597948    1594109    -2    5.42
orf02038    1600209    1598617    -1    8.38
orf02039    1601241    1600288    -1    10.16
orf02040    1601490    1603025    +3    12.02
orf02041    1603019    1604047    +2    14.29
orf02042    1604047    1605039    +1    12.46
orf02043    1605051    1606073    +3    12.17
orf02044    1606100    1606975    +2    12.92
orf02045    1606999    1607289    +1    10.41
orf02046    1607346    1608104    +3    9.57
orf02047    1609022    1608108    -3    8.55
orf02048    1610680    1609229    -2    14.45
orf02050    1610956    1610825    -2    1.61
orf02052    1611854    1610907    -3    9.32
orf02054    1612325    1611966    -3    7.78
orf02055    1613251    1612325    -2    9.33
orf02056    1614703    1613315    -2    12.82
orf02057    1614804    1615685    +3    10.15
orf02059    1615763    1616878    +2    3.15
orf02060    1616951    1616832    -3    1.90
orf02062    1617028    1618218    +1    9.41
orf02063    1618908    1618243    -1    11.39
orf02064    1619120    1619554    +2    6.19
orf02065    1619574    1619957    +3    5.83
orf02068    1619989    1620207    +1    1.83
orf02069    1621137    1620238    -1    10.02
orf02072    1621332    1622519    +3    8.94
orf02074    1623850    1622960    -2    6.82
orf02075    1624497    1624105    -1    5.32
orf02076    1624773    1625291    +3    5.91
orf02077    1627380    1625335    -1    12.76
orf02078    1627517    1628263    +2    13.22
orf02079    1628352    1629038    +3    14.21
orf02081    1629215    1629418    +2    12.26
orf02083    1630913    1629453    -3    10.47
orf02084    1632285    1631002    -1    10.95
orf02085    1633147    1633305    +1    3.75
orf02087    1633622    1634212    +2    4.33
orf02088    1634885    1634310    -3    10.87
orf02089    1635847    1634885    -2    2.92
orf02090    1636367    1635798    -3    8.42
orf02092    1636627    1636740    +1    1.19
orf02093    1636816    1636989    +1    1.34
orf02095    1637782    1637609    -2    10.36
orf02097    1638667    1638455    -2    10.14
orf02098    1639512    1639030    -1    4.95
orf02099    1640057    1639524    -3    6.33
orf02101    1640365    1640054    -2    4.06
orf02102    1640576    1640370    -3    5.89
orf02104    1641554    1641339    -3    5.59
orf02105    1641855    1642067    +3    3.56
orf02107    1643241    1642489    -1    3.47
orf02108    1644304    1643255    -2    7.20
orf02109    1644902    1644651    -3    3.60
orf02110    1645080    1644964    -1    2.23
orf02111    1645872    1645633    -1    4.72
orf02112    1646405    1646737    +2    7.75
orf02113    1647576    1647346    -1    2.51
orf02114    1647850    1647620    -2    2.59
orf02115    1648508    1648663    +2    5.35
orf02116    1648665    1648793    +3    11.64
orf02117    1648823    1649041    +2    10.66
orf02119    1649609    1649797    +2    4.53
orf02120    1649580    1649410    -1    2.23
orf02121    1649794    1649985    +1    5.44
orf02123    1650078    1650998    +3    4.75
orf02124    1650995    1651537    +2    10.88
orf02125    1651512    1652708    +3    2.75
orf02126    1653915    1652896    -1    12.11
orf02127    1655141    1653927    -3    11.19
orf02129    1655673    1655347    -1    8.54
orf02130    1655808    1656149    +3    7.39
orf02132    1656184    1656744    +1    10.54
orf02134    1657370    1656747    -3    10.13
orf02135    1657565    1657870    +2    5.97
orf02137    1658069    1660495    +2    8.46
orf02139    1660583    1662979    +2    6.40
orf02141    1662990    1663607    +3    6.94
orf02143    1663609    1664463    +1    6.33
orf02144    1664506    1665120    +1    11.78
orf02145    1665315    1666571    +3    6.94
orf02146    1667219    1666524    -3    9.76
orf02147    1668564    1667344    -1    10.26
orf02149    1669592    1668699    -3    11.00
orf02150    1669699    1670952    +1    8.72
orf02151    1671349    1671684    +1    7.46
orf02152    1671960    1672781    +3    7.20
orf02153    1673149    1672820    -2    12.17
orf02155    1673501    1673136    -3    11.61
orf02156    1673913    1674947    +3    12.65
orf02157    1676360    1674972    -3    13.57
orf02159    1677957    1676371    -1    12.30
orf02161    1678427    1679371    +2    11.74
orf02162    1679557    1680939    +1    12.76
orf02164    1680976    1681698    +1    12.99
orf02166    1682030    1681695    -3    9.93
orf02167    1682159    1682878    +2    7.96
orf02168    1682882    1684183    +2    11.16
orf02171    1684259    1685188    +2    7.69
orf02172    1686588    1685185    -1    12.27
orf02173    1688377    1686731    -2    13.12
orf02174    1688576    1689751    +2    13.34
orf02175    1689852    1691360    +3    14.63
orf02178    1692833    1691586    -3    7.58
orf02179    1694263    1692890    -2    11.28
orf02180    1696071    1694260    -1    12.19
orf02181    1697052    1696462    -1    9.81
orf02182    1698040    1697273    -2    9.90
orf02184    1699180    1698152    -2    8.30
orf02185    1699355    1700947    +2    10.77
orf02186    1700957    1702129    +2    9.25
orf02187    1702233    1703234    +3    11.92
orf02189    1704308    1703268    -3    9.31
orf02190    1704539    1704676    +2    0.44
orf02191    1704949    1705164    +1    9.23
orf02192    1705250    1705690    +2    6.86
orf02193    1705767    1706348    +3    13.90
orf02194    1706348    1706926    +2    9.79
orf02195    1706919    1709141    +3    10.06
orf02197    1709202    1710200    +3    8.57
orf02199    1710204    1710824    +3    13.60
orf02200    1710828    1711523    +3    11.72
orf02203    1711523    1712158    +2    8.79
orf02204    1712769    1714271    +3    12.63
orf02206    1714377    1714982    +3    11.55
orf02207    1715886    1715026    -1    12.23
orf02209    1717222    1715948    -2    14.78
orf02210    1718007    1717351    -1    10.12
orf02212    1718395    1718066    -2    8.97
orf02214    1719602    1718493    -3    9.20
orf02216    1719876    1720343    +3    10.72
orf02217    1720824    1720390    -1    6.60
orf02218    1720968    1720849    -1    0.54
orf02220    1721025    1721261    +3    2.90
orf02221    1721264    1722121    +2    8.01
orf02222    1722142    1724133    +1    8.87
orf02225    1724655    1724134    -1    13.52
orf02226    1725632    1724736    -3    14.06
orf02228    1725692    1725811    +2    8.96
orf02229    1726023    1726622    +3    9.97
orf02230    1726659    1727756    +3    13.41
orf02231    1727837    1728244    +2    14.03
orf02233    1728347    1728994    +2    12.32
orf02234    1729087    1733703    +1    9.94
orf02235    1734101    1733754    -3    12.87
orf02236    1734335    1734183    -3    3.03
orf02237    1734435    1735250    +3    7.80
orf02238    1735378    1735959    +1    12.99
orf02239    1737290    1736121    -3    12.72
orf02240    1737575    1737456    -3    3.39
orf02241    1737844    1738869    +1    12.45
orf02243    1739798    1738866    -3    9.67
orf02244    1739911    1741122    +1    11.30
orf02245    1741413    1742561    +3    9.56
orf02246    1743242    1742601    -3    11.49
orf02247    1743457    1744830    +1    12.39
orf02248    1746127    1744871    -2    9.11
orf02249    1746700    1747005    +1    8.74
orf02250    1747131    1748735    +3    6.56
orf02252    1749559    1748747    -2    4.65
orf02254    1750348    1749563    -2    7.53
orf02255    1750899    1750345    -1    6.03
orf02256    1751715    1751077    -1    7.60
orf02257    1753830    1751728    -1    7.81
orf02258    1754477    1753851    -3    3.17
orf02259    1754505    1754627    +3    0.90
orf02260    1755102    1754932    -1    12.91
orf02262    1755698    1757110    +2    11.75
orf02264    1757421    1757657    +3    7.08
orf02266    1758725    1757721    -3    9.28
orf02267    1759290    1758874    -1    13.02
orf02269    1760523    1759303    -1    12.66
orf02270    1761791    1760520    -3    11.25
orf02271    1762512    1761766    -1    13.99
orf02272    1764009    1762522    -1    11.43
orf02273    1764386    1764018    -3    8.70
orf02275    1765122    1764934    -1    8.94
orf02276    1765632    1765222    -1    6.19
orf02277    1768685    1765629    -3    10.18
orf02279    1769074    1770186    +1    14.39
orf02281    1770615    1770971    +3    6.00
orf02282    1771071    1772285    +3    7.64
orf02283    1772512    1773777    +1    8.64
orf02284    1773789    1774655    +3    11.21
orf02285    1774686    1775444    +3    12.33
orf02286    1775587    1777182    +1    10.72
orf02287    1777196    1778347    +2    12.73
orf02289    1779301    1778390    -2    6.96
orf02290    1779580    1779404    -2    1.64
orf02291    1779617    1780381    +2    13.96
orf02292    1780401    1781339    +3    13.19
orf02294    1781395    1782684    +1    12.49
orf02295    1782681    1782974    +3    11.03
orf02296    1783031    1784677    +2    9.82
orf02297    1787112    1784734    -1    13.38
orf02299    1787445    1788278    +3    10.51
orf02300    1788435    1789481    +3    10.51
orf02301    1789613    1789804    +2    2.62
orf02302    1791244    1789808    -2    9.85
orf02303    1792020    1791307    -1    4.45
orf02304    1792731    1792267    -1    5.43
orf02306    1793558    1792809    -3    10.43
orf02307    1794109    1793558    -2    13.67
orf02308    1795152    1794172    -1    10.70
orf02309    1795552    1795253    -2    8.83
orf02310    1797944    1795557    -3    14.19
orf02312    1798942    1797959    -2    14.24
orf02313    1799087    1799215    +2    0.50
orf02314    1799749    1799393    -2    10.00
orf02315    1799999    1799802    -3    7.50
orf02316    1800437    1800096    -3    9.84
orf02318    1802570    1800642    -3    10.08
orf02320    1803244    1803567    +1    1.21
orf02321    1803578    1804993    +2    2.92
orf02322    1805150    1805272    +2    7.64
orf02323    1806083    1805325    -3    7.31
orf02324    1806370    1807299    +1    8.97
orf02325    1807400    1807690    +2    5.21
orf02326    1807796    1808656    +2    7.08
orf02327    1809233    1808697    -3    9.53
orf02328    1809380    1810048    +2    9.68
orf02329    1810211    1810801    +2    6.88
orf02331    1810934    1812325    +2    13.05
orf02332    1813144    1812329    -2    2.97
orf02333    1813663    1813421    -2    7.40
orf02334    1813867    1816128    +1    9.50
orf02335    1817135    1816386    -3    9.67
orf02336    1818500    1817148    -3    13.41
orf02337    1819444    1818605    -2    11.05
orf02339    1819805    1819455    -3    15.54
orf02340    1821214    1819856    -2    12.23
orf02341    1821619    1821299    -2    10.98
orf02342    1822256    1821918    -3    8.94
orf02343    1822458    1823285    +3    13.63
orf02344    1823653    1824402    +1    7.19
orf02346    1824937    1824362    -2    7.72
orf02347    1825625    1825140    -3    15.23
orf02348    1826923    1825955    -2    11.12
orf02350    1828259    1826916    -3    11.94
orf02353    1829734    1828256    -2    12.01
orf02354    1830765    1829731    -1    12.59
orf02355    1831982    1830762    -3    14.01
orf02356    1832245    1832415    +1    1.13
orf02357    1832428    1833234    +1    14.77
orf02358    1833401    1834111    +2    6.59
orf02359    1834116    1834793    +3    11.67
