        
GLIMMER    (ver.    3.02;    iterated)    predictions:
orf00949    852903    851557    -1    12.21
orf00950    853180    854235    +1    9.76
orf00951    854287    854583    +1    11.69
orf00952    854580    855455    +3    12.97
orf00953    855466    856995    +1    11.05
orf00954    856992    857528    +3    8.21
orf00955    857506    858447    +1    12.44
orf00956    858794    859192    +2    11.40
orf00958    859306    860040    +1    13.31
orf00959    860542    860219    -2    8.00
orf00960    860789    862405    +2    13.58
orf00961    863156    862473    -3    13.10
orf00962    863280    863128    -1    2.16
orf00963    863379    865058    +3    9.88
orf00964    865256    865765    +2    2.28
orf00965    866803    866099    -2    3.44
orf00967    869809    866873    -2    5.95
orf00968    870391    869813    -2    4.61
orf00970    871286    870819    -3    3.49
orf00971    872644    871283    -2    3.24
orf00973    873248    874225    +2    3.14
orf00974    874391    874251    -3    6.18
orf00975    874931    874713    -3    3.11
orf00978    876793    875273    -2    3.13
orf00980    877010    880015    +2    3.08
orf00981    880128    881267    +3    3.23
orf00983    881393    884728    +2    3.06
orf00985    884725    885663    +1    3.21
orf00986    885773    886267    +2    3.49
orf00987    888405    886543    -1    3.07
orf00988    888846    889511    +3    3.20
orf00989    889604    889906    +2    2.43
orf00990    890449    891123    +1    3.51
orf00991    891203    892495    +2    3.50
orf00992    892567    892947    +1    5.42
orf00993    892950    894419    +3    3.13
orf00994    894589    894867    +1    7.18
orf00995    894870    895691    +3    3.18
orf00996    895707    896165    +3    5.41
orf00997    896155    897666    +1    3.18
orf00998    897806    898663    +2    3.88
orf00999    898673    899689    +2    3.16
orf01000    899896    900726    +1    3.13
orf01001    900726    901487    +3    3.22
orf01002    901494    903374    +3    3.11
orf01003    903389    904150    +2    3.42
orf01005    904648    905556    +1    2.98
orf01006    906206    905559    -3    1.32
orf01007    906379    910941    +1    3.05
orf01008    912136    911978    -2    6.36
orf01009    913941    912856    -1    5.03
orf01010    913988    914143    +2    1.18
orf01011    915211    914726    -2    12.43
orf01012    915395    915829    +2    12.17
orf01013    915829    916137    +1    11.41
orf01014    916574    916215    -3    8.26
orf01015    918397    916733    -2    12.75
orf01016    919411    918527    -2    10.58
orf01017    919557    920159    +3    17.49
orf01018    920265    920152    -1    2.10
orf01020    920423    922330    +2    12.98
orf01021    922531    923676    +1    11.86
orf01022    924169    923726    -2    5.40
orf01023    924266    924778    +2    3.67
orf01024    924759    925349    +3    8.72
orf01025    925349    926581    +2    3.34
orf01026    926571    926984    +3    7.05
orf01027    927382    928941    +1    11.35
orf01029    929064    929591    +3    9.03
orf01031    929768    929637    -3    4.66
orf01032    931539    929947    -1    9.80
orf01034    931661    931539    -3    3.40
orf01035    931646    931852    +2    2.04
orf01036    931849    935742    +1    13.52
orf01037    936656    936465    -3    13.04
orf01039    936865    936662    -2    9.66
orf01040    937612    936968    -2    15.73
orf01041    939569    937854    -3    13.36
orf01042    940490    939795    -3    7.40
orf01043    940625    940882    +2    8.39
orf01044    940879    941004    +1    12.20
orf01045    941205    942791    +3    8.99
orf01046    943306    942857    -2    12.92
orf01047    943602    943303    -1    11.51
orf01048    944457    944990    +3    9.60
orf01049    945249    944947    -1    9.20
orf01051    946290    945253    -1    11.63
orf01052    946379    946690    +2    8.39
orf01053    946691    947425    +2    11.59
orf01055    949403    947523    -3    12.82
orf01056    950307    949423    -1    9.77
orf01057    950591    950349    -3    11.59
orf01059    950906    951670    +2    9.65
orf01060    951754    952638    +1    10.28
orf01061    952942    954393    +1    13.44
orf01062    954860    954684    -3    0.78
orf01063    955050    955934    +3    11.48
orf01064    955956    956342    +3    6.14
orf01065    957151    956372    -2    9.99
orf01066    958620    957262    -1    10.09
orf01067    960405    958840    -1    9.69
orf01068    962777    960516    -3    9.24
orf01069    963637    962792    -2    9.58
orf01070    963734    964282    +2    11.14
orf01071    964284    965060    +3    11.04
orf01072    966002    965193    -3    13.47
orf01073    966716    966039    -3    10.96
orf01074    967740    966706    -1    10.44
orf01076    967976    968536    +2    12.19
orf01077    968547    969551    +3    11.35
orf01078    969800    971224    +2    10.93
orf01079    971304    972992    +3    11.73
orf01080    974049    975107    +3    10.77
orf01082    975107    978217    +2    11.32
orf01083    978644    979144    +2    5.35
orf01084    979457    980575    +2    11.76
orf01085    980595    981836    +3    11.69
orf01087    981833    982387    +2    2.94
orf01088    982384    983532    +1    8.03
orf01089    983529    984938    +3    5.67
orf01090    984935    986155    +2    4.36
orf01091    986166    986597    +3    5.45
orf01092    986597    987937    +2    8.99
orf01093    987934    989010    +1    7.77
orf01094    989007    990179    +3    7.03
orf01095    990184    990921    +1    9.30
orf01096    991141    991932    +1    7.98
orf01097    993364    992138    -2    2.93
orf01098    993628    996501    +1    9.11
orf01100    997972    996656    -2    6.20
orf01101    998435    998148    -3    10.82
orf01102    999371    1000639    +2    9.07
orf01103    1000710    1001906    +3    9.18
orf01104    1001910    1002437    +3    8.89
orf01106    1002462    1004675    +3    10.99
orf01107    1004752    1004639    -2    5.84
orf01108    1004708    1005379    +2    3.56
orf01109    1005358    1005792    +1    8.35
orf01110    1006539    1005943    -1    9.27
orf01111    1006880    1008130    +2    11.41
orf01112    1008620    1008294    -3    8.38
orf01113    1009781    1008816    -3    9.46
orf01114    1010424    1009774    -1    4.55
orf01115    1010890    1010612    -2    7.62
orf01116    1012213    1011038    -2    10.76
orf01117    1013021    1012305    -3    6.39
orf01118    1014217    1013096    -2    7.94
orf01119    1016130    1014214    -1    10.49
orf01120    1016607    1016137    -1    9.44
orf01121    1016927    1016610    -3    6.27
orf01122    1018024    1016996    -2    10.49
orf01123    1018596    1018030    -1    10.64
orf01124    1021397    1018821    -3    11.69
orf01125    1021527    1021997    +3    12.48
orf01126    1023570    1022053    -1    8.63
orf01127    1024486    1023611    -2    11.39
orf01128    1025020    1024556    -2    11.86
orf01129    1026120    1025017    -1    12.76
orf01130    1027612    1026188    -2    10.46
orf01131    1027866    1029029    +3    7.97
orf01132    1029651    1029142    -1    12.34
orf01134    1031481    1029760    -1    13.51
orf01135    1031872    1031615    -2    6.96
orf01137    1033138    1032170    -2    10.40
orf01138    1034013    1033261    -1    3.85
orf01140    1034243    1035118    +2    8.73
orf01141    1035251    1037260    +2    9.54
orf01142    1037891    1038940    +2    9.43
orf01144    1039017    1039832    +3    5.07
orf01145    1039893    1040312    +3    5.94
orf01147    1040805    1040356    -1    4.01
orf01148    1041733    1040813    -2    9.26
orf01149    1043018    1042164    -3    10.57
orf01150    1043372    1043256    -3    6.08
orf01152    1044274    1043447    -2    8.25
orf01153    1045231    1044317    -2    5.88
orf01154    1045646    1046194    +2    5.39
orf01156    1046568    1046275    -1    3.87
orf01157    1047130    1046609    -2    6.18
orf01158    1047988    1047140    -2    7.17
orf01159    1048213    1050159    +1    11.53
orf01160    1050494    1051138    +2    12.75
orf01162    1051265    1052227    +2    9.62
orf01164    1053808    1052327    -2    8.89
orf01166    1054032    1054154    +3    0.26
orf01167    1054316    1054813    +2    9.08
orf01169    1056625    1054961    -2    10.55
orf01171    1058407    1056821    -2    8.53
orf01173    1059716    1058502    -3    9.75
orf01174    1060855    1059719    -2    9.02
orf01175    1061324    1062895    +2    8.74
orf01176    1063143    1064813    +3    9.51
orf01177    1065312    1065094    -1    3.90
orf01180    1065305    1069843    +2    10.46
orf01181    1069965    1070759    +3    8.40
orf01182    1070933    1071859    +2    9.92
orf01183    1071904    1073169    +1    9.75
orf01184    1073170    1073766    +1    11.77
orf01185    1073829    1074320    +3    10.82
orf01186    1074353    1075867    +2    10.23
orf01188    1077290    1075995    -3    9.85
orf01189    1078095    1077421    -1    8.20
orf01190    1078296    1078165    -1    8.21
orf01191    1078369    1079253    +1    9.01
orf01192    1079739    1079302    -1    10.33
orf01193    1080317    1079901    -3    9.17
orf01194    1080999    1080358    -1    9.36
orf01195    1081718    1081026    -3    7.34
orf01196    1082349    1081720    -1    10.77
orf01197    1083407    1082361    -3    9.27
orf01198    1085731    1083407    -2    11.20
orf01199    1086327    1085740    -1    6.72
orf01201    1086908    1086327    -3    7.62
orf01202    1087790    1088020    +2    6.65
orf01203    1088017    1089819    +1    12.13
orf01206    1090250    1091617    +2    11.16
orf01208    1091621    1091962    +2    10.63
orf01209    1092841    1091951    -2    9.92
orf01210    1093309    1094136    +1    9.64
orf01211    1094196    1094708    +3    11.49
orf01212    1094719    1095198    +1    10.77
orf01214    1095195    1095440    +3    12.29
orf01215    1095442    1095894    +1    11.61
orf01216    1096883    1095909    -3    8.16
orf01217    1097112    1097528    +3    12.97
orf01219    1097641    1099947    +1    11.08
orf01220    1100408    1101169    +2    12.41
orf01221    1102057    1101242    -2    9.74
orf01222    1104412    1102361    -2    10.48
orf01223    1104549    1105646    +3    10.83
orf01224    1105823    1106464    +2    10.51
orf01225    1106562    1108673    +3    11.90
orf01227    1109350    1108745    -2    14.19
orf01228    1109436    1109903    +3    9.24
orf01229    1111228    1109930    -2    8.71
orf01230    1112817    1111531    -1    8.69
orf01231    1113808    1113077    -2    9.62
orf01232    1114364    1113801    -3    6.30
orf01233    1114895    1116202    +2    10.74
orf01235    1116202    1118328    +1    10.40
orf01236    1118454    1119002    +3    11.30
orf01237    1119956    1119081    -3    9.89
orf01238    1120198    1121295    +1    6.69
orf01239    1121465    1121596    +2    1.83
orf01240    1121782    1121994    +1    12.92
orf01241    1122126    1122671    +3    14.38
orf01242    1122690    1124768    +3    10.05
orf01243    1124839    1125168    +1    13.72
orf01244    1125198    1125785    +3    10.93
orf01245    1126077    1125895    -1    7.02
orf01246    1126281    1126718    +3    9.45
orf01247    1127555    1126812    -3    12.82
orf01248    1127714    1128775    +2    15.24
orf01249    1129967    1128900    -3    8.85
orf01250    1130089    1130547    +1    11.65
orf01251    1131416    1130556    -3    10.47
orf01252    1131567    1131998    +3    8.21
orf01254    1132354    1132052    -2    7.47
orf01255    1132405    1133148    +1    6.34
orf01257    1133295    1135316    +3    8.62
orf01259    1135858    1136199    +1    8.21
orf01260    1136296    1137297    +1    11.81
orf01261    1137311    1137808    +2    11.61
orf01262    1137853    1139082    +1    6.55
orf01263    1139201    1139344    +2    1.03
orf01266    1139697    1142912    +3    10.21
orf01267    1143832    1143002    -2    9.67
orf01268    1144116    1144658    +3    11.14
orf01270    1144671    1145510    +3    5.72
orf01271    1145995    1145507    -2    13.02
orf01273    1146214    1146074    -2    2.33
orf01275    1147227    1146259    -1    11.98
orf01276    1147494    1147859    +3    5.10
orf01277    1147856    1148998    +2    7.15
orf01279    1149069    1149398    +3    3.87
orf01281    1149395    1149979    +2    8.87
orf01282    1149990    1151309    +3    9.33
orf01283    1151321    1152625    +2    8.32
orf01284    1152625    1154235    +1    8.03
orf01285    1154252    1155595    +2    9.99
orf01286    1157228    1155624    -3    10.09
orf01288    1158044    1157232    -3    6.42
orf01290    1158668    1160299    +2    10.62
orf01291    1160526    1161368    +3    9.12
orf01292    1161382    1162284    +1    8.55
orf01293    1162312    1163283    +1    13.37
orf01294    1163280    1164272    +3    10.54
orf01295    1164422    1165369    +2    9.62
orf01296    1167596    1165467    -3    9.22
orf01297    1168943    1167747    -3    8.56
orf01298    1169296    1169748    +1    12.50
orf01299    1170281    1169871    -3    5.66
orf01300    1170719    1171684    +2    12.17
orf01301    1171799    1172743    +2    6.79
orf01302    1172740    1173534    +1    10.46
orf01303    1173701    1175170    +2    8.17
orf01304    1176174    1175203    -1    9.77
orf01305    1176340    1176960    +1    14.83
orf01306    1177056    1177652    +3    12.95
orf01307    1177677    1179026    +3    11.95
orf01308    1179130    1180437    +1    10.46
orf01309    1181824    1180544    -2    9.73
orf01310    1181957    1183009    +2    13.17
orf01311    1182993    1184147    +3    8.13
orf01312    1184144    1184947    +2    7.22
orf01313    1184944    1185639    +1    7.99
orf01314    1185891    1185721    -1    14.32
orf01315    1186157    1187020    +2    11.86
orf01316    1187239    1187658    +1    9.48
orf01317    1187655    1188380    +3    9.88
orf01318    1188394    1189671    +1    10.19
orf01319    1189671    1190480    +3    6.21
orf01320    1190470    1191711    +1    8.79
orf01321    1191714    1192253    +3    6.26
orf01322    1192357    1192752    +1    4.77
orf01323    1192749    1193276    +3    8.74
orf01324    1194737    1193367    -3    12.88
orf01325    1195412    1194795    -3    9.76
orf01326    1196550    1195435    -1    11.16
orf01327    1196815    1198119    +1    8.24
orf01328    1198574    1198167    -3    12.32
orf01330    1199268    1200869    +3    10.26
orf01332    1201278    1202174    +3    12.97
orf01333    1202179    1203474    +1    11.72
orf01334    1203478    1204518    +1    12.47
orf01335    1204570    1205643    +1    13.50
orf01336    1205643    1206254    +3    11.87
orf01337    1206297    1207034    +3    13.01
orf01338    1207016    1207789    +2    12.08
orf01339    1207786    1208418    +1    12.63
orf01340    1209344    1208619    -3    6.93
orf01341    1209652    1211877    +1    11.98
orf01342    1212197    1211976    -3    3.24
orf01343    1212670    1212990    +1    4.27
orf01344    1213101    1215299    +3    12.65
orf01345    1217044    1215368    -2    8.77
orf01346    1217509    1217246    -2    9.36
orf01347    1217908    1219065    +1    9.12
orf01350    1220010    1219156    -1    9.33
orf01351    1221964    1220318    -2    10.06
orf01352    1222583    1222074    -3    10.35
orf01353    1223677    1222772    -2    6.60
orf01354    1224618    1223698    -1    7.09
orf01355    1224996    1225583    +3    9.41
orf01356    1226227    1225679    -2    9.40
orf01357    1226915    1226418    -3    11.00
orf01358    1228108    1226912    -2    7.10
orf01359    1228866    1228096    -1    7.29
orf01360    1229089    1230354    +1    11.49
orf01361    1230476    1231570    +2    11.66
orf01362    1232640    1231651    -1    9.29
orf01363    1234148    1232640    -3    10.60
orf01364    1234894    1234157    -2    9.30
orf01365    1235985    1235014    -1    13.32
orf01367    1236825    1236097    -1    10.58
orf01369    1237832    1236963    -3    8.83
orf01370    1238124    1239899    +3    12.44
orf01371    1240005    1240574    +3    12.08
orf01373    1241932    1240676    -2    14.14
orf01374    1243054    1242248    -2    14.77
orf01375    1244244    1243054    -1    13.12
orf01376    1245694    1244285    -2    12.75
orf01377    1246698    1245700    -1    12.29
orf01378    1247324    1246719    -3    10.58
orf01379    1248898    1247327    -2    11.30
orf01380    1249169    1249032    -3    1.97
orf01381    1249234    1250106    +1    8.70
orf01382    1250109    1250729    +3    8.42
orf01384    1250862    1251827    +3    11.43
orf01385    1253716    1251995    -2    10.54
orf01386    1255496    1253709    -3    11.07
orf01387    1256572    1255616    -2    10.88
orf01388    1257050    1257706    +2    9.73
orf01389    1257690    1258931    +3    10.61
orf01390    1259189    1260520    +2    9.40
orf01391    1261385    1260621    -3    7.65
orf01392    1261687    1261358    -2    2.98
orf01393    1263418    1261730    -2    10.48
orf01394    1263884    1264234    +2    10.47
orf01395    1265542    1264436    -2    10.82
orf01396    1266013    1265708    -2    5.82
orf01397    1266580    1266398    -2    1.68
orf01399    1267747    1266731    -2    9.51
orf01400    1268519    1267848    -3    11.64
orf01401    1269302    1268619    -3    9.13
orf01403    1270116    1269433    -1    9.59
orf01405    1270329    1273364    +3    8.58
orf01406    1273420    1273881    +1    8.03
orf01407    1274131    1275342    +1    4.37
orf01409    1276142    1275417    -3    14.90
orf01410    1277826    1276291    -1    11.77
orf01411    1279535    1277838    -3    12.72
orf01412    1280564    1279554    -3    7.59
orf01413    1281762    1280554    -1    11.68
orf01414    1282576    1281866    -2    12.04
orf01415    1283640    1282693    -1    7.71
orf01416    1284099    1283779    -1    10.47
orf01418    1284670    1284104    -2    10.51
orf01419    1284889    1285656    +1    10.82
orf01420    1285765    1287864    +1    8.18
orf01422    1290199    1287836    -2    9.56
orf01423    1290653    1291219    +2    9.50
orf01424    1291285    1293051    +1    10.91
orf01425    1293099    1293656    +3    12.31
orf01426    1294549    1295667    +1    10.65
orf01428    1296149    1295664    -3    7.44
orf01429    1296292    1296408    +1    2.10
orf01430    1296440    1297423    +2    13.46
orf01431    1297450    1299837    +1    13.16
orf01432    1300120    1300254    +1    0.93
orf01433    1300276    1300572    +1    7.81
orf01436    1301480    1300701    -3    11.81
orf01437    1301681    1301547    -3    0.26
orf01438    1301949    1302605    +3    10.62
orf01440    1303873    1302698    -2    11.04
orf01441    1304902    1304027    -2    8.75
orf01443    1305948    1305061    -1    12.77
orf01444    1306792    1306118    -2    8.27
orf01445    1307124    1306783    -1    7.41
orf01446    1308613    1307189    -2    10.56
orf01448    1310132    1308759    -3    13.31
orf01450    1310478    1310924    +3    9.10
orf01451    1311138    1311251    +3    1.95
orf01452    1311535    1312560    +1    11.21
orf01453    1312560    1313345    +3    10.81
orf01454    1313354    1313893    +2    10.36
orf01455    1313900    1314502    +2    6.28
orf01456    1314818    1315846    +2    10.79
orf01458    1315915    1316922    +1    10.32
orf01459    1316909    1317664    +2    9.59
orf01460    1318624    1318049    -2    9.97
orf01461    1319153    1318803    -3    10.07
orf01462    1320856    1319246    -2    12.37
orf01463    1321599    1321087    -1    9.30
orf01464    1322764    1321865    -2    7.05
orf01465    1322937    1324175    +3    10.08
orf01466    1324425    1324679    +3    3.33
orf01468    1325155    1324877    -2    9.08
orf01469    1326288    1325155    -1    11.52
orf01470    1328669    1326384    -3    10.85
orf01472    1329855    1329118    -1    9.07
orf01474    1330207    1332891    +1    11.93
orf01475    1333104    1334102    +3    10.90
orf01477    1335028    1334129    -2    8.60
orf01478    1335279    1336493    +3    9.70
orf01480    1336676    1336852    +2    8.37
orf01481    1337023    1337673    +1    8.90
orf01482    1337854    1339116    +1    13.62
orf01483    1339323    1340708    +3    10.63
orf01484    1340718    1341725    +3    10.52
orf01485    1341715    1342788    +1    7.43
orf01487    1343038    1344609    +1    10.08
orf01488    1344755    1345303    +2    8.66
orf01489    1345367    1346023    +2    11.50
orf01490    1346691    1346017    -1    8.17
orf01491    1346864    1347262    +2    11.27
orf01492    1347624    1348742    +3    9.47
orf01493    1348844    1349377    +2    10.61
orf01494    1349387    1350670    +2    11.63
orf01496    1350777    1352132    +3    8.88
orf01497    1352125    1352763    +1    12.53
orf01498    1353244    1352765    -2    10.66
orf01499    1353619    1355223    +1    8.07
orf01500    1356671    1355388    -3    6.65
orf01501    1356926    1357231    +2    8.29
orf01502    1357319    1358650    +2    7.70
orf01503    1358697    1359032    +3    6.87
orf01504    1359014    1360336    +2    7.26
orf01505    1360359    1361117    +3    3.49
orf01506    1361218    1362240    +1    4.80
orf01507    1364512    1362386    -2    8.37
orf01508    1366207    1364570    -2    8.91
orf01509    1366612    1368495    +1    11.46
orf01510    1369335    1368634    -1    5.35
orf01511    1371230    1369341    -3    9.99
orf01512    1372725    1371535    -1    11.75
orf01513    1373056    1372937    -2    3.42
orf01514    1374545    1373094    -3    8.34
orf01515    1375081    1375929    +1    9.85
orf01516    1377395    1375995    -3    11.83
orf01517    1379173    1377542    -2    10.60
orf01518    1379571    1379939    +3    8.99
orf01520    1381389    1380028    -1    10.30
orf01521    1382735    1381482    -3    8.20
orf01522    1383648    1383034    -1    6.57
orf01523    1385221    1383845    -2    9.24
orf01524    1385397    1386914    +3    13.01
orf01526    1387063    1387248    +1    14.64
orf01527    1387473    1388846    +3    10.34
orf01528    1388843    1389589    +2    12.28
orf01529    1389553    1389861    +1    9.11
orf01530    1389975    1391516    +3    10.22
orf01531    1391516    1392091    +2    9.90
orf01532    1392186    1392659    +3    6.92
orf01533    1393605    1392727    -1    9.20
orf01535    1394949    1393726    -1    12.14
orf01536    1396692    1395061    -1    11.48
orf01537    1397074    1398489    +1    7.72
orf01538    1398499    1399848    +1    8.67
orf01540    1399817    1400293    +2    7.27
orf01541    1401241    1400321    -2    8.71
orf01542    1402112    1401339    -3    9.61
orf01543    1403647    1402325    -2    7.32
orf01544    1404377    1403673    -3    5.73
orf01545    1404753    1407824    +3    8.84
orf01546    1408102    1407905    -2    9.04
orf01547    1408581    1408099    -1    5.46
orf01549    1409080    1410054    +1    12.99
orf01550    1410277    1410122    -2    2.34
orf01551    1410260    1411768    +2    11.01
orf01552    1411779    1412786    +3    10.81
orf01553    1413196    1413834    +1    7.37
orf01554    1414185    1414982    +3    3.74
orf01555    1416662    1415133    -3    10.51
orf01557    1417169    1416672    -3    11.12
orf01558    1418392    1417421    -2    13.23
orf01559    1419025    1419729    +1    11.56
orf01560    1419740    1420636    +2    14.80
orf01561    1420812    1421945    +3    12.93
orf01562    1422041    1424647    +2    12.31
orf01563    1424656    1425858    +1    12.28
orf01564    1425863    1427740    +2    11.61
orf01566    1427914    1428390    +1    9.47
orf01567    1428420    1429868    +3    8.09
orf01568    1431040    1429934    -2    11.77
orf01569    1431500    1432573    +2    13.09
orf01571    1432566    1433702    +3    11.55
orf01573    1433709    1434728    +3    10.18
orf01574    1434728    1435372    +2    11.03
orf01575    1436493    1435354    -1    8.13
orf01576    1436615    1440610    +2    7.39
orf01577    1441189    1440716    -2    11.57
orf01579    1441840    1444770    +1    8.46
orf01580    1446005    1444812    -3    10.49
orf01581    1446242    1446526    +2    6.93
orf01582    1446921    1446592    -1    6.84
orf01583    1447706    1447035    -3    9.01
orf01584    1448706    1447951    -1    8.62
orf01585    1449826    1448729    -2    6.32
orf01586    1451034    1449829    -1    6.51
orf01587    1452188    1451160    -3    10.15
orf01588    1452643    1453581    +1    9.02
orf01589    1454468    1453647    -3    14.05
orf01590    1454831    1455481    +2    9.49
orf01591    1455494    1456189    +2    10.70
orf01592    1458065    1456161    -3    8.28
orf01593    1458359    1458583    +2    12.64
orf01595    1458740    1459756    +2    7.41
orf01596    1459753    1461084    +1    7.94
orf01597    1461815    1461135    -3    4.62
orf01598    1462210    1463367    +1    9.21
orf01599    1466307    1463479    -1    10.17
orf01601    1468262    1466367    -3    10.75
orf01602    1468894    1468262    -2    9.87
orf01603    1469432    1470967    +2    9.70
orf01604    1471032    1471562    +3    7.74
orf01605    1471618    1471746    +1    2.91
orf01606    1472306    1471848    -3    11.88
orf01607    1472709    1472359    -1    11.58
orf01608    1472899    1472744    -2    1.70
orf01609    1472911    1476840    +1    13.38
orf01611    1476980    1477462    +2    9.92
orf01614    1477679    1479031    +2    11.17
orf01615    1479156    1480172    +3    11.42
orf01616    1480408    1480587    +1    2.91
orf01617    1481515    1480565    -2    11.80
orf01620    1481602    1483008    +1    11.05
orf01622    1483164    1484678    +3    7.89
orf01623    1484824    1485138    +1    9.21
orf01624    1486428    1485193    -1    7.68
orf01625    1486815    1486504    -1    10.00
orf01626    1487068    1486808    -2    3.11
orf01627    1489331    1487058    -3    8.84
orf01628    1489669    1489340    -2    6.12
orf01629    1490555    1489689    -3    7.81
orf01630    1491222    1490566    -1    8.09
orf01631    1492285    1491209    -2    5.87
orf01632    1493868    1492306    -1    4.98
orf01633    1495806    1493881    -1    7.48
orf01634    1496062    1495940    -2    1.97
orf01635    1496398    1498089    +1    8.29
orf01637    1498186    1499484    +1    7.54
orf01639    1499666    1500859    +2    12.74
orf01640    1501520    1500918    -3    5.19
orf01641    1501627    1503081    +1    10.37
orf01642    1503095    1504282    +2    11.56
orf01643    1504292    1505827    +2    6.61
orf01645    1507638    1505902    -1    8.65
orf01646    1509344    1507860    -3    12.17
orf01647    1509632    1510150    +2    9.59
orf01649    1510278    1513769    +3    8.99
orf01650    1513781    1514608    +2    4.21
orf01651    1514611    1516536    +1    4.08
orf01652    1516533    1517276    +3    3.51
orf01654    1517421    1518158    +3    3.97
orf01655    1518246    1518884    +3    7.40
orf01656    1520333    1518957    -3    9.59
orf01657    1520836    1520994    +1    4.22
orf01658    1521011    1521745    +2    11.72
orf01659    1522929    1521892    -1    8.97
orf01660    1524072    1523041    -1    9.65
orf01662    1524945    1524175    -1    10.62
orf01663    1525802    1524945    -3    9.80
orf01664    1526901    1525786    -1    7.64
orf01665    1527244    1528050    +1    8.98
orf01667    1528043    1528843    +2    6.44
orf01668    1528845    1529504    +3    7.28
orf01669    1530513    1529581    -1    10.49
orf01670    1531586    1530639    -3    8.66
orf01671    1532468    1531716    -3    10.84
orf01672    1533232    1532558    -2    5.02
orf01673    1533393    1533229    -1    11.58
orf01674    1535769    1533397    -1    6.50
orf01675    1536250    1535774    -2    7.84
orf01676    1537309    1536329    -2    8.93
orf01677    1537481    1537317    -3    7.46
orf01678    1538113    1537493    -2    8.36
orf01679    1539554    1538127    -3    5.81
orf01680    1540337    1541455    +2    4.77
orf01681    1541458    1543170    +1    6.10
orf01682    1545396    1543231    -1    8.87
orf01683    1546760    1545399    -3    6.99
orf01684    1548865    1546757    -2    5.85
orf01685    1549394    1549636    +2    9.72
orf01686    1549728    1550123    +3    6.92
orf01687    1550147    1563784    +2    8.21
orf01688    1564376    1564152    -3    5.40
orf01689    1564820    1564470    -3    5.58
orf01690    1565901    1564822    -1    6.22
orf01692    1568114    1567338    -3    3.46
orf01693    1569412    1568213    -2    3.42
orf01694    1569690    1569409    -1    5.85
orf01696    1570982    1569699    -3    2.90
orf01697    1571241    1570993    -1    12.27
orf01698    1571736    1571377    -1    5.44
orf01699    1572817    1571738    -2    6.54
orf01702    1574208    1573771    -1    5.64
orf01703    1575285    1574593    -1    10.61
orf01705    1575684    1575415    -1    5.03
orf01706    1577218    1575704    -2    8.07
orf01707    1577449    1578000    +1    5.77
orf01708    1579206    1579039    -1    3.77
orf01709    1580136    1579444    -1    10.61
orf01711    1580535    1580266    -1    5.03
orf01712    1582069    1580555    -2    8.07
orf01713    1582300    1582851    +1    5.77
orf01714    1583328    1583513    +3    4.66
orf01716    1583510    1584382    +2    4.77
orf01717    1585602    1585291    -1    1.05
orf01718    1586084    1585761    -3    2.35
orf01719    1586547    1586098    -1    5.43
orf01720    1586711    1588360    +2    4.88
orf01721    1588425    1588943    +3    9.59
orf01722    1591060    1589366    -2    5.21
orf01723    1592985    1591066    -1    9.50
orf01724    1593163    1592963    -2    4.92
orf01725    1595340    1593214    -1    8.37
orf01726    1595443    1595312    -2    2.21
orf01728    1596342    1595800    -1    6.05
orf01729    1597507    1596497    -2    8.62
orf01730    1602422    1597581    -3    10.63
orf01731    1602751    1602611    -2    3.93
orf01732    1605487    1602881    -2    11.68
orf01734    1606357    1605686    -2    8.18
orf01735    1608508    1606511    -2    10.64
orf01736    1609152    1608526    -1    10.99
orf01737    1609726    1609253    -2    5.97
orf01738    1609812    1611608    +3    7.56
orf01739    1611657    1612901    +3    7.83
orf01740    1612911    1615550    +3    10.77
orf01741    1615713    1617092    +3    9.22
orf01743    1618107    1617274    -1    10.41
orf01744    1618209    1618700    +3    8.04
orf01745    1618697    1619557    +2    9.02
orf01746    1620026    1619550    -3    8.42
orf01747    1620302    1621363    +2    10.38
orf01748    1621375    1621857    +1    17.46
orf01749    1622732    1621992    -3    10.11
orf01750    1623291    1622869    -1    5.83
orf01751    1624345    1623278    -2    10.64
orf01752    1624960    1624352    -2    9.29
orf01753    1625904    1624972    -1    11.21
orf01755    1627826    1625871    -3    9.28
orf01756    1628035    1627838    -2    8.55
orf01757    1628784    1628113    -1    10.22
orf01758    1630456    1628795    -2    6.96
orf01759    1631257    1630655    -2    4.27
orf01760    1631723    1631247    -3    8.12
orf01763    1631948    1632781    +2    13.01
orf01764    1634480    1632888    -3    11.47
orf01766    1636725    1634692    -1    9.72
orf01767    1638169    1636715    -2    12.34
orf01768    1638473    1639288    +2    12.90
orf01769    1639295    1639993    +2    8.68
orf01770    1640002    1640724    +1    7.44
orf01771    1640678    1641289    +2    7.30
orf01772    1641286    1643106    +1    10.68
orf01773    1643552    1643196    -3    7.34
orf01774    1643854    1643549    -2    1.03
orf01775    1644146    1643985    -3    2.72
orf01776    1644190    1644465    +1    10.86
orf01778    1645580    1644672    -3    13.63
orf01779    1645779    1645663    -1    0.06
orf01780    1646564    1645743    -3    3.60
orf01781    1646580    1647371    +3    7.93
orf01782    1648965    1647373    -1    12.96
orf01783    1649326    1648958    -2    6.69
orf01784    1649484    1649984    +3    2.36
orf01785    1650335    1649994    -3    9.90
orf01787    1650858    1651724    +3    8.42
orf01788    1651882    1652085    +1    2.30
